River_Width,Indust_Areas,River_Slantness,Area_Type,Bed_soil_Saltness,Flow_Diverters,Length_of_Staritness,No_of_Streams_Mixing,No_of_River_Deep_Bends,Clayey_Soil_Presence,Mo_of_ExtractingPoints,River_Curvature,Sanity_Level,PH_Level,Dissolved_Oxygen,Zinc_Level,Normalized_carbon,Flourides_Presence,Water_Quality
2989.74,0,2.79,0,0.0154,0,1787.96,17,0,57.786,6,10.89,2.65,7.1,14.6,0.1,1,0,0
2886.29,0,2.63,0,0.0402,0,1978.5,13,0,25.4107,4,5.63,2.37,6.8,15.8,1,0,0,0
787.94,2,0.26,2,0.2807,2,309.35,36,2,233.7679,21,214.15,9.23,5.5,10.5,4.4,3,1,2
2000.79,0,2.81,0,0.049,0,1803.52,6,0,40.8562,4,14.52,4.45,6.8,15.3,0.8,1,0,0
748.07,2,0.68,2,0.2744,2,239.84,50,2,294.0968,20,144.4,27.06,5.2,12,4.7,3,1,2
229.46,2,0.78,2,0.3522,2,114.52,41,2,284.9302,20,233.02,23.03,5.1,10.2,4.7,3,1,2
2309.36,0,3.45,0,0.003,0,1406.73,19,0,21.0999,5,9.64,0.03,6.5,15.8,0.8,0,0,0
855.76,2,0.92,2,0.4839,2,201.74,45,2,276.6266,21,193.35,14.13,5.5,11.3,4.9,3,1,2
1509.75,1,1.41,1,0.2359,1,648.19,31,1,179.5653,10,40.07,7.7,8.7,12.9,3.3,2,1,1
2449.17,0,2.95,0,0.0056,0,1406.55,10,0,43.4498,6,5.72,3.4,7,15.7,1.4,0,0,0
1935.62,1,2.37,1,0.237,1,587.49,33,1,95.0301,9,60.5,8.92,8.3,13.9,3.7,2,1,1
404.34,2,0.89,2,0.2524,2,366.72,36,2,251.3225,21,237.03,13.28,6.2,10.8,6,3,1,2
2204.91,0,2.8,0,0.0075,0,1594.55,2,0,41.2072,7,8.69,3.55,7,14.3,1.1,1,0,0
1048.19,1,2.35,1,0.2454,1,841.88,26,1,131.9805,11,58.76,7.59,8.5,13.2,3.3,2,1,1
151.88,2,0.36,2,0.4626,2,495.28,42,2,225.5074,21,229.51,25.75,5.7,11.7,4.7,3,1,2
2915.7,0,3.99,0,0.0466,0,1861.06,12,0,59.8792,3,17.36,1.2,6.6,15.7,1.6,0,0,0
2601.33,0,3.74,0,0.0318,0,1484.63,18,0,56.8347,2,3.89,0.97,6.5,14.8,1.6,1,0,0
1977.77,1,2.28,1,0.1035,1,798.13,28,1,196.9437,10,57.68,8.72,8.9,13.8,2.2,2,1,1
1301.27,1,1.99,1,0.158,1,719.67,32,1,147.3841,9,81.28,7.71,8.1,12.2,2.7,2,1,1
1631.43,1,1.87,1,0.1699,1,529.7,35,1,135.6032,12,25.52,7.2,7.9,13,3.1,2,1,1
2216.46,0,3.61,0,0.048,0,1840.3,5,0,22.7925,5,6.54,3.72,7.3,15.9,0.9,1,0,0
1542.36,1,1.71,1,0.1602,1,559.31,24,1,133.1887,11,77.88,5.84,8.9,12.6,3.9,2,1,1
1977.78,1,1.84,1,0.1061,1,566.92,22,1,156.6817,10,107.02,8.1,8.1,13.6,2.7,2,1,1
2394.51,0,2.72,0,0.0046,0,1298,3,0,68.8159,4,16.53,2.85,7.3,14.8,1.1,1,0,0
1938.94,1,1.34,1,0.0978,1,915.15,26,1,146.7865,11,102.21,5.13,8.7,12.4,2.7,2,1,1
501.09,2,0.52,2,0.4884,2,98.21,36,2,224.1296,16,202.83,27.58,5.1,11.2,5.5,3,1,2
1019.95,1,1.8,1,0.1598,1,870.66,33,1,147.8511,15,108.19,5.57,7.9,13,2.8,2,1,1
2248.65,0,3.65,0,0.0184,0,1588.22,13,0,25.4731,6,15.95,1.09,7.2,14.5,0.1,0,0,0
2529.71,0,2.67,0,0.0329,0,1493.14,14,0,66.4149,2,13,4.29,7.5,15.8,1,1,0,0
1690.27,1,1.39,1,0.0598,1,527.46,32,1,134.6502,10,26,6.08,8,12.7,4,2,1,1
335.67,2,0.85,2,0.3385,2,99.55,48,2,266.8416,18,151.36,21.57,6.3,10.5,6,3,1,2
159.01,2,0.09,2,0.3196,2,237.28,44,2,214.1083,17,179.65,24.99,5.3,11.2,4.8,3,1,2
923.1,2,0.93,2,0.3353,2,464.78,49,2,266.7624,19,171.69,10.2,5.9,10.4,5.2,3,1,2
127.31,2,0.73,2,0.3619,2,416.9,39,2,208.4607,20,144.46,29.49,5.2,11.2,6,3,1,2
1401.31,1,1.98,1,0.138,1,649.05,23,1,179.8561,11,124.44,7.07,8,13.1,3.9,2,1,1
1984.23,1,1.78,1,0.1566,1,646.75,35,1,113.4282,9,37.32,6.55,8.4,12.1,3.8,2,1,1
1268.37,1,2.04,1,0.1538,1,703.22,34,1,95.9585,11,21.9,5.85,8.5,12.9,2.8,2,1,1
1368.61,1,2.14,1,0.1103,1,520.89,25,1,170.0731,12,101.19,6.88,8.1,13.9,2.7,2,1,1
2352.22,0,3.96,0,0.0104,0,1774.3,16,0,51.9019,2,18.26,0.88,6.8,15.9,0.1,1,0,0
300.94,2,0.33,2,0.4708,2,105.53,36,2,297.0182,19,229.73,25.43,6,11.7,5.4,3,1,2
440.15,2,0.74,2,0.3931,2,464.67,49,2,229.9755,19,174.08,11.51,5.2,10.3,5.3,3,1,2
2584.93,0,3.73,0,0.0253,0,1626.22,19,0,73.9996,7,10.96,4.35,6.6,14.6,0.6,0,0,0
2907.83,0,2.66,0,0.0193,0,1092.97,6,0,13.9772,0,0.24,3.54,7.2,14.6,0.9,0,0,0
1192.36,1,1.15,1,0.1693,1,954.74,27,1,114.9315,12,79.67,5.16,8.7,12.2,2.7,2,1,1
446.63,2,0.06,2,0.2535,2,291.26,42,2,221.147,19,231.98,21.24,6,10.4,5.5,3,1,2
496.89,2,0.26,2,0.3166,2,117.48,37,2,226.295,20,191.68,17.52,5,10.1,5.6,3,1,2
731.77,2,0.05,2,0.4899,2,367.54,47,2,214.0378,21,242.87,13.72,6,11.2,4.5,3,1,2
606.59,2,0.81,2,0.2957,2,165.61,46,2,221.7994,18,186.44,20.82,5.7,10.4,5.4,3,1,2
1249.94,1,1.45,1,0.1286,1,841.61,25,1,180.1055,10,27.72,8.35,8.8,13.7,3.1,2,1,1
261.81,2,0.74,2,0.4213,2,62.44,49,2,231.9435,16,157.14,15.09,5.5,12.1,5.8,3,1,2
1303.63,1,1.84,1,0.1811,1,874.17,28,1,157.021,15,52.47,5.4,8.2,12.2,3.5,2,1,1
1934.02,1,1.9,1,0.1272,1,936.72,35,1,149.1986,15,83.1,7.35,8.1,13.9,2.7,2,1,1
2732.45,0,2.71,0,0.0425,0,1896.25,8,0,66.2845,4,8.73,4.44,7.1,14.3,1.7,1,0,0
1993.54,1,1.63,1,0.2214,1,704.37,34,1,193.7563,15,120.17,5.56,8.3,12.5,3,2,1,1
2385.5,0,3.95,0,0.0205,0,1285.86,13,0,32.5325,2,8.92,3.8,7,15,0,1,0,0
2201.98,0,2.6,0,0.0023,0,1325.61,5,0,61.7117,5,9.77,2.75,7,14.2,0.2,0,0,0
1639.76,1,2.37,1,0.1851,1,530.45,33,1,199.5927,15,102.72,8.09,8.4,12.4,2.8,2,1,1
2335.24,0,3.22,0,0.0249,0,1222.59,0,0,12.8394,0,10.4,2.3,7.3,15,1.8,0,0,0
286.91,2,0.51,2,0.4295,2,233.51,49,2,285.0708,19,146.18,20.02,5.1,10.8,5.9,3,1,2
1325.83,1,2.11,1,0.2343,1,769.08,33,1,86.2635,10,45.72,8.91,8.4,12.9,3,2,1,1
136.09,2,0.95,2,0.2774,2,472.84,45,2,275.7825,18,238.3,20.02,5,10.1,4.9,3,1,2
2934.81,0,3.43,0,0.0094,0,1661.5,13,0,39.9258,3,12.22,2,6.7,14.3,1.5,0,0,0
250.33,2,0.5,2,0.3752,2,206.28,36,2,230.0294,19,220.26,29.77,5.5,11.1,4.5,3,1,2
2749.75,0,3.93,0,0.0052,0,1414.07,2,0,51.4451,8,18.22,3.96,7.4,14.1,0.9,0,0,0
827.21,2,0.89,2,0.3906,2,149.92,49,2,202.5437,17,140.82,12.33,5.9,10.2,4.6,3,1,2
2204.05,0,3.93,0,0.0249,0,1488.71,11,0,67.8326,3,0.18,0.32,7.3,14.3,0.8,0,0,0
2684.94,0,3,0,0.0249,0,1024.37,16,0,22.6486,2,6.87,0.76,7.5,14.5,1.5,1,0,0
1544.55,1,1.6,1,0.1773,1,995.62,31,1,193.4012,11,85.34,5.58,7.7,13.7,3,2,1,1
95.54,2,0.83,2,0.4143,2,355.81,42,2,218.1017,18,173.26,16.84,5.7,11.7,4.8,3,1,2
2768.54,0,3.59,0,0.0379,0,1892.41,5,0,32.6933,2,7.67,0.37,6.6,14.8,0.7,0,0,0
517.22,2,0.34,2,0.2918,2,488.91,42,2,294.1938,17,160.2,9.84,6,11.7,5.8,3,1,2
1643.04,1,1.92,1,0.0845,1,902.81,25,1,104.6304,12,28.69,8.48,7.8,12.8,2.6,2,1,1
1405.26,1,1.97,1,0.1037,1,507.51,22,1,115.1566,10,103.94,5.03,8.3,13.3,2.2,2,1,1
1313.79,1,1.68,1,0.2405,1,594.95,35,1,125.2589,11,96.35,7.42,8.8,12.8,2.5,2,1,1
1030.03,1,1.81,1,0.1869,1,697.95,24,1,129.996,9,29.3,6.44,7.6,13.5,3.8,2,1,1
184.68,2,0.26,2,0.4144,2,448.63,48,2,258.609,16,208.05,21.13,6.1,11.6,5,3,1,2
697.94,2,0.18,2,0.3367,2,343.43,47,2,286.8918,21,205.71,28.23,5.8,10.4,4.3,3,1,2
1589.97,1,1.36,1,0.0647,1,653.13,30,1,146.7403,14,120.23,8.41,8.3,13.7,2.8,2,1,1
709.45,2,0.12,2,0.3618,2,448.12,50,2,229.099,20,209.79,16.2,5.7,10.2,4.3,3,1,2
2893.44,0,2.9,0,0.0062,0,1057.98,16,0,14.4542,0,14.3,4.23,7.1,15.1,0.8,0,0,0
893.07,2,0.88,2,0.3338,2,407.4,38,2,264.5492,17,214.13,13.69,5.6,11,4.3,3,1,2
347.03,2,0.06,2,0.4752,2,219.28,37,2,283.369,18,177.29,28.34,6,10.9,5.2,3,1,2
2196.77,0,2.69,0,0.0493,0,1905.25,5,0,57.6008,4,13.85,2.88,6.6,15.1,1.3,0,0,0
585.16,2,0.97,2,0.2764,2,123.65,39,2,214.808,21,139.16,19.13,5.1,10.9,4.6,3,1,2
966.44,2,0.86,2,0.3827,2,269.94,42,2,250.8105,16,143.39,11.68,5.4,12,5,3,1,2
2617.15,0,3.88,0,0.0238,0,1905.38,17,0,70.3939,1,4.39,4.62,6.8,15.6,0.2,1,0,0
2461.55,0,3.17,0,0.0193,0,1002.67,19,0,18.7658,4,1.69,3.59,7.2,14.4,1.2,1,0,0
1733.67,1,1.04,1,0.1403,1,709.6,33,1,167.7882,13,128.83,7.09,9,13.5,3.7,2,1,1
939.75,2,0.43,2,0.3621,2,317.23,36,2,288.6335,20,170.7,25.32,5.9,10.3,5.6,3,1,2
2809.68,0,2.52,0,0.0099,0,1120.46,3,0,14.305,3,13.01,2.65,6.9,14.5,0.5,0,0,0
1540,1,1.21,1,0.2105,1,688.89,31,1,150.3433,11,99.79,6.54,9,13.1,3.1,2,1,1
2675.07,0,2.78,0,0.0239,0,1956.43,8,0,7.0599,8,9.72,0,7.3,14.9,0.9,1,0,0
1635.84,1,1.89,1,0.103,1,792.93,35,1,181.6495,14,37.76,7.14,7.7,12.7,2.9,2,1,1
2358.11,0,3.55,0,0.049,0,1412,11,0,41.2818,2,12.21,4.83,6.5,14.8,1.2,0,0,0
2498.59,0,3.25,0,0.0096,0,1350.34,2,0,39.0189,4,4.56,2.86,6.9,14.5,1.9,0,0,0
569.01,2,0.95,2,0.4674,2,81.32,46,2,269.0437,16,192.55,22.57,5.7,11.5,4.8,3,1,2
842.6,2,0.48,2,0.2614,2,40.23,43,2,261.0653,17,184.52,26.91,5.4,11.8,4.5,3,1,2
2301.5,0,3.4,0,0.0474,0,1530.18,15,0,73.3903,7,6.63,4.88,7,16,0.6,1,0,0
2451.96,0,3.04,0,0.0446,0,1352.67,15,0,46.8801,0,1.03,2.67,6.6,15.2,1.4,0,0,0
1565.89,1,2.33,1,0.134,1,641.9,23,1,95.5698,13,107.59,5.14,7.9,12.5,3.2,2,1,1
1420.56,1,1.42,1,0.1368,1,713.74,22,1,130.3402,11,24.15,7.01,8.6,12.2,3.8,2,1,1
807.37,2,0.51,2,0.2798,2,333.5,43,2,291.4024,19,164.45,24.4,6,11.5,4.5,3,1,2
235.19,2,0.56,2,0.4938,2,295.24,50,2,206.6091,19,231.7,26.39,5.3,10.4,4.3,3,1,2
1758.41,1,2.24,1,0.0964,1,697.99,21,1,191.3457,11,129.17,5.68,8.7,12.5,4,2,1,1
320.91,2,0.73,2,0.3784,2,23.41,48,2,222.6575,18,197.92,25.77,5.7,10.6,4.4,3,1,2
1567.22,1,1.57,1,0.2441,1,627.36,28,1,81.6276,13,84.12,6.24,8.3,13.4,3.8,2,1,1
259.44,2,0.91,2,0.4733,2,437.81,42,2,275.1274,16,240.97,15.46,5.3,11.8,4.6,3,1,2
2014.42,0,3.12,0,0.0448,0,1430.97,18,0,34.3517,8,11.72,0.11,7.5,14,1.2,1,0,0
2573.48,0,3.32,0,0.0244,0,1933.74,4,0,44.1402,7,17.13,3.33,6.8,15.4,0.3,1,0,0
677.75,2,0.41,2,0.3489,2,130.03,37,2,257.9276,20,243.7,14.6,6.4,10.9,5.5,3,1,2
2023.54,0,3.46,0,0.0038,0,1166.87,19,0,31.7668,8,1.61,4.48,6.9,14.3,0.8,0,0,0
550.16,2,0.64,2,0.3281,2,324.3,41,2,295.5249,18,145.69,21.79,5.6,10.8,4.4,3,1,2
253.81,2,0.35,2,0.4997,2,200.75,39,2,250.2095,21,187.82,26.81,6.1,10.9,5.8,3,1,2
233.11,2,0.52,2,0.3808,2,49.51,49,2,298.3312,19,181.98,27.78,6.3,11.2,5.8,3,1,2
893.2,2,0.91,2,0.4531,2,432.41,43,2,272.5575,21,159.26,12.56,5.6,10.4,4.3,3,1,2
1659.32,1,1.11,1,0.2054,1,731.95,33,1,106.5907,10,96.8,6.73,8.9,12.6,3.6,2,1,1
1234.98,1,2.06,1,0.1769,1,686.65,29,1,77.0041,15,125.93,5.92,8.5,12.2,2.5,2,1,1
433.92,2,0.21,2,0.2742,2,396.9,49,2,289.2131,16,134.95,16.61,5.8,11.9,4.3,3,1,2
1950.06,1,1.4,1,0.1718,1,580.02,23,1,91.7846,12,119.69,5.92,8.7,13.3,3.7,2,1,1
2042.96,0,3.13,0,0.019,0,1268.14,16,0,55.1636,1,7.72,2.6,7.5,15.2,1.8,1,0,0
1512.86,1,2.2,1,0.2357,1,712.14,35,1,179.1309,9,114.16,6.52,7.9,13.8,3.3,2,1,1
1938.92,1,1.53,1,0.071,1,911.3,29,1,176.8363,12,63.66,7.42,8.3,12.7,3.4,2,1,1
910.61,2,0.27,2,0.3584,2,309.08,37,2,246.395,19,172.87,10.53,6.1,10.8,4.4,3,1,2
2496.32,0,3.3,0,0.04,0,1569.85,14,0,52.3047,8,3.65,2.99,6.7,15.7,1.3,0,0,0
836.39,2,0.57,2,0.4532,2,428.58,36,2,293.7414,18,202.04,25.51,5.8,10.5,5.5,3,1,2
109.72,2,0.96,2,0.3979,2,322.61,41,2,233.1479,17,159.28,16.45,5.9,11.6,5.1,3,1,2
1377.14,1,2.27,1,0.248,1,644.84,30,1,156.636,13,106.52,5.35,8.4,13.9,3.4,2,1,1
1840.33,1,1.09,1,0.1374,1,932.59,25,1,121.7379,13,100.02,8.45,7.7,12.8,2.1,2,1,1
2677.59,0,3.83,0,0.0486,0,1051.94,3,0,19.083,1,13.31,1.64,6.8,14.1,0.9,0,0,0
35.85,2,0.77,2,0.4779,2,336.33,44,2,270.9857,18,166.41,13.89,6.1,12,5.6,3,1,2
119.12,2,0.06,2,0.377,2,302.74,36,2,267.8731,16,157.65,26.1,5.4,10.4,5.6,3,1,2
1831.73,1,1.49,1,0.0808,1,725.43,25,1,185.3943,14,76.62,7.07,9,12.4,2.2,2,1,1
2892.7,0,3.84,0,0.0018,0,1947.34,4,0,44.6777,7,16.98,3.78,6.7,14.4,0.6,0,0,0
1509.65,1,1.99,1,0.0543,1,814.34,35,1,190.3489,12,78.79,6.79,7.9,13.8,2.3,2,1,1
1058.28,1,2.39,1,0.191,1,621.08,34,1,190.7153,15,121.53,8.85,8.1,13.5,2.4,2,1,1
2166.29,0,3.88,0,0.0336,0,1704.22,1,0,60.9756,7,9.72,2.83,6.9,15.7,0,1,0,0
2273.81,0,3.36,0,0.04,0,1058.87,19,0,44.8366,0,11.53,1.52,6.7,15,0.9,1,0,0
130.84,2,0.12,2,0.3189,2,498.98,37,2,278.619,17,137.58,18.66,5.2,10.3,5.3,3,1,2
2406.94,0,3.89,0,0.0117,0,1106.89,15,0,53.7184,7,7.12,0.15,6.8,14.7,1.1,1,0,0
1919.19,1,1.8,1,0.056,1,572.83,25,1,124.7477,10,122.58,7.65,8.8,13.2,2.3,2,1,1
90.63,2,0.06,2,0.3092,2,131.86,38,2,240.9807,17,193.68,26.91,6.2,10.2,4.8,3,1,2
1346.63,1,2.14,1,0.0587,1,727.37,28,1,173.4031,11,95.87,6.69,8.5,12.8,3.6,2,1,1
2085.66,0,3.29,0,0.0066,0,1428.35,17,0,50.5362,7,19.3,1.86,7,15.5,1.2,1,0,0
2789.95,0,2.58,0,0.0344,0,1468.49,19,0,74.8277,0,12.16,1.46,7.3,15.2,0.6,0,0,0
1912.17,1,1.8,1,0.0566,1,974.75,34,1,104.4035,9,106.25,8.21,8.8,13.5,2.9,2,1,1
46.17,2,0.92,2,0.4353,2,260.64,41,2,284.8409,17,217.94,22.42,5.6,11.8,5.5,3,1,2
1366.24,1,1.47,1,0.1025,1,942.6,35,1,186.1767,9,38.6,6.47,7.9,13.3,3.3,2,1,1
2090.17,0,3.98,0,0.0353,0,1456.02,20,0,60.8643,1,3.03,2.41,7.3,15.2,1.3,0,0,0
50.98,2,0.05,2,0.3011,2,389.84,46,2,239.5698,18,193.93,21.66,5.2,10.2,5.3,3,1,2
1491.26,1,2.19,1,0.2278,1,590.31,21,1,128.5255,13,103.6,7.44,7.9,12.3,3.4,2,1,1
1806.51,1,1.43,1,0.2116,1,547.2,28,1,138.7341,11,86.34,5.17,8.6,13.5,2.6,2,1,1
346,2,0.09,2,0.2522,2,28.49,46,2,241.028,20,156.65,15.02,5.9,11.8,5.4,3,1,2
1710.41,1,2.3,1,0.1454,1,522.65,22,1,108.9535,14,68.07,5.8,7.6,13,2.6,2,1,1
2612.78,0,3.04,0,0.0433,0,1205.05,1,0,56.1648,8,17.56,3.52,7,15.7,1.8,1,0,0
70.31,2,0.77,2,0.4872,2,297.56,48,2,278.9837,17,207.56,24.78,5.7,11.7,5.8,3,1,2
408.35,2,0.26,2,0.2937,2,84.69,40,2,256.7287,20,169.09,26.98,5.5,11.8,5.3,3,1,2
949.31,2,0.79,2,0.2568,2,299.73,48,2,271.2129,21,171.47,20.44,6.1,10.4,4.3,3,1,2
1797.99,1,1.28,1,0.0858,1,949.17,23,1,165.9721,13,69.34,7.83,8.8,12.9,3.2,2,1,1
1335.84,1,2.3,1,0.2112,1,580.06,21,1,100.1,14,107.73,5.02,7.8,12.4,3.1,2,1,1
2254.94,0,3.42,0,0.0432,0,1149.65,13,0,59.8788,2,19.21,4.14,7.3,15.1,0.7,0,0,0
2383.75,0,3.15,0,0.0091,0,1165.31,9,0,37.1428,7,13.09,0.18,7.3,15.8,1.7,0,0,0
39.73,2,0.36,2,0.2804,2,311.65,48,2,229.1824,18,208.24,9.73,6.4,10.6,4.3,3,1,2
1038.14,1,1.55,1,0.22,1,896.41,26,1,88.1107,11,78.51,7.67,8.2,13.1,3.2,2,1,1
1352.36,1,2.01,1,0.0809,1,628.96,32,1,151.0544,10,65.56,6.33,8.6,12.2,2.5,2,1,1
980.6,2,0.53,2,0.2547,2,194.61,40,2,282.8635,18,144.95,22.2,5.1,11.4,4.9,3,1,2
2200.48,0,2.95,0,0.0291,0,1853.48,1,0,67.5898,1,13.53,3.71,6.6,14.9,0,0,0,0
1303.96,1,1.18,1,0.2034,1,861.16,25,1,180.6913,10,110.12,6.26,8.9,12.7,2.6,2,1,1
1632.04,1,1.67,1,0.0912,1,895.23,34,1,103.4666,13,46.68,7.98,9,13.9,3.7,2,1,1
898.3,2,0.49,2,0.4814,2,12.05,37,2,212.7329,20,158.32,12.8,5.9,11.4,5,3,1,2
2151.78,0,2.65,0,0.025,0,1244.93,3,0,2.8035,8,5.27,4.91,7.1,16,0.9,0,0,0
2097.14,0,3.52,0,0.0411,0,1904.57,3,0,68.3522,1,16.09,2.56,6.5,15.1,2,1,0,0
2603.51,0,2.86,0,0.0163,0,1588.53,7,0,35.042,8,13.19,2.44,6.7,15.4,1.5,0,0,0
2318.87,0,2.81,0,0.0298,0,1690.5,20,0,64.2395,0,17.79,4.06,7.1,15.5,0.9,0,0,0
2940.23,0,3.02,0,0.0448,0,1046.05,12,0,5.308,5,5.09,3.01,6.7,15.3,1.9,1,0,0
1853.1,1,1,1,0.119,1,998.9,24,1,88.9759,11,52.01,5.7,7.8,13.7,2.1,2,1,1
1781.44,1,2.09,1,0.0856,1,809.73,27,1,176.7123,12,64.57,6.2,8.6,13.2,2.8,2,1,1
990.43,2,0.67,2,0.275,2,310.3,46,2,244.9764,17,160.66,10.4,5.9,10.7,4.6,3,1,2
1249.87,1,1.92,1,0.0873,1,573.98,35,1,172.053,11,98.43,7.04,8.3,13.9,2.7,2,1,1
786.76,2,0.64,2,0.3795,2,445.87,38,2,261.8753,19,148.23,14.15,6,10.4,4.9,3,1,2
2633.29,0,3.36,0,0.0146,0,1433.45,3,0,24.8718,4,12.3,0.8,7.1,14.4,0.5,1,0,0
305.87,2,0.22,2,0.44,2,74.37,48,2,208.0671,21,223.46,17.28,5.7,11.9,6,3,1,2
838.3,2,0.14,2,0.2788,2,297.02,36,2,261.6534,19,181.06,23.89,5.7,11.3,5.3,3,1,2
220.93,2,0.95,2,0.2932,2,228.07,36,2,260.9966,17,239.3,14.53,5.8,11.6,5.9,3,1,2
1628.91,1,2.07,1,0.222,1,718.78,24,1,116.3801,10,45.9,5.63,8.4,13.4,3.6,2,1,1
2717.96,0,2.87,0,0.0133,0,1339.64,4,0,13.0302,5,10.07,3.84,6.9,15.2,0.7,0,0,0
1227.94,1,1.02,1,0.2472,1,669.93,22,1,139.9215,11,71.94,6.28,7.7,13.6,2.9,2,1,1
1138.15,1,1.96,1,0.2297,1,840.81,23,1,135.73,11,95.33,7.31,8,13.5,3.4,2,1,1
2004.6,0,2.63,0,0.0262,0,1888.83,20,0,16.4987,0,5.4,4.61,7.2,14.1,0.7,1,0,0
281.61,2,0.39,2,0.3838,2,74.21,36,2,215.169,21,178.81,19.22,5.3,11.9,4.7,3,1,2
1792.35,1,1.13,1,0.0883,1,617.43,21,1,139.5432,13,125.58,7.63,7.8,13.5,2.8,2,1,1
2915.79,0,2.82,0,0.0418,0,1289.14,19,0,40.4072,6,0.1,2.41,6.7,15.7,0.3,1,0,0
1744.57,1,1.61,1,0.0587,1,987.74,35,1,146.0463,12,128.99,6.5,8.8,13.5,3.8,2,1,1
1746.28,1,1,1,0.1648,1,695.22,24,1,171.8443,13,79.7,6.01,8.4,13.9,4,2,1,1
1570.77,1,1.06,1,0.1529,1,843.99,25,1,190.3107,10,70.52,8.08,8.2,13,2.2,2,1,1
1020.21,1,1.32,1,0.1386,1,899.99,29,1,179.7231,15,112.23,7.48,8,12.8,2.9,2,1,1
752.88,2,0.22,2,0.465,2,394.46,47,2,254.1602,20,176.97,22.96,6.3,11.3,6,3,1,2
2254.01,0,3.91,0,0.0362,0,1702.03,1,0,32.7893,6,6.63,2.97,7.2,15.9,1,1,0,0
278.25,2,0.4,2,0.4146,2,347.33,39,2,274.5987,20,237.62,14.7,5.7,11,5.5,3,1,2
1336.61,1,1.39,1,0.1707,1,856.44,29,1,85.9228,12,70.74,5.73,7.9,13.1,2.3,2,1,1
2601.06,0,3.48,0,0.0084,0,1048.12,13,0,69.3506,7,3.05,2.37,7.4,14.3,1.5,1,0,0
216.84,2,0.11,2,0.3512,2,180.27,42,2,213.663,21,147.31,15.62,5.9,10.7,5.5,3,1,2
2592.51,0,3,0,0.0213,0,1347.13,10,0,31.2038,5,5.74,1.81,6.6,14.9,0.3,1,0,0
154.06,2,0.9,2,0.4517,2,324.78,46,2,293.7904,20,214.35,12.04,5.9,11.3,6,3,1,2
602.09,2,0.01,2,0.479,2,199.08,42,2,298.2002,21,220,23.02,5.8,11.6,5.1,3,1,2
1039.96,1,1.73,1,0.1667,1,774.64,29,1,129.2382,13,91.64,8.58,8.4,13.5,2.8,2,1,1
570.84,2,0.79,2,0.3893,2,463.91,41,2,241.8229,16,214.46,15.12,5.2,12.1,5.4,3,1,2
2888.06,0,3.95,0,0.0017,0,1231.72,0,0,59.6094,1,13.47,0.01,6.5,14.4,0.6,1,0,0
376.01,2,0.05,2,0.4222,2,39.84,45,2,215.672,19,188.82,23.45,5.5,11,5.4,3,1,2
1653.2,1,2.1,1,0.1249,1,943.84,35,1,174.1526,10,110.12,8.7,7.8,13.5,3.8,2,1,1
2800.81,0,3.06,0,0.0349,0,1056.51,18,0,71.9476,2,14.19,1.42,6.5,14,1.4,1,0,0
347.9,2,0.21,2,0.3936,2,416.55,37,2,294.9584,16,184.18,9.51,5.4,11.5,5,3,1,2
1076.05,1,1.03,1,0.2241,1,618.32,28,1,162.7197,12,103.65,7.96,7.8,12.2,3,2,1,1
2677.89,0,3.93,0,0.0322,0,1155.43,9,0,32.4873,4,9.08,3.05,6.6,14.3,0.8,0,0,0
1347.35,1,1.05,1,0.1347,1,975.61,23,1,170.4546,12,87.15,8.6,8.9,13.4,2.7,2,1,1
664.04,2,0.74,2,0.339,2,214.2,50,2,273.4982,21,142.68,13.97,5.2,11.2,4.2,3,1,2
2111.36,0,3.9,0,0.0381,0,1621.51,5,0,25.2101,1,18.62,1.93,6.8,15.1,1.9,0,0,0
904,2,0.4,2,0.4721,2,388.6,37,2,209.679,20,217.65,18.24,6,10.5,4.3,3,1,2
1321.61,1,1.06,1,0.2099,1,541.34,32,1,147.5705,13,46.61,7.39,7.8,13.5,2.5,2,1,1
905.08,2,0.58,2,0.4413,2,469.63,37,2,298.6523,17,247.86,23.61,5.1,11.3,4.5,3,1,2
458.5,2,0.26,2,0.4746,2,178.06,44,2,231.7701,21,170.38,11.53,5.3,11.8,5.5,3,1,2
243.94,2,0.78,2,0.2781,2,321.8,50,2,274.5615,17,207.96,12.09,5,11.4,6,3,1,2
2409.65,0,2.67,0,0.042,0,1023.01,9,0,44.5561,8,10.39,4.47,7.1,15.1,1.6,1,0,0
413.18,2,0.84,2,0.2907,2,493.53,44,2,238.837,19,142.62,29.23,5.7,11.7,4.7,3,1,2
676.95,2,0.13,2,0.4436,2,429.26,38,2,247.2865,18,149.98,22.02,5.3,10.1,5.9,3,1,2
2905.91,0,3.35,0,0.015,0,1446.78,4,0,6.4839,7,8.07,3.81,7.2,14.9,1.4,0,0,0
2339.13,0,3.97,0,0.0359,0,1122.69,15,0,22.909,5,10.57,2.61,7.2,14.5,0.1,0,0,0
2700.86,0,3.38,0,0.0302,0,1378.46,7,0,9.7697,6,7.27,1.88,6.9,15.4,1,0,0,0
802.41,2,0.11,2,0.4502,2,472.39,49,2,211.9002,16,138.72,15.69,5.2,11.5,4.8,3,1,2
1227.07,1,1.24,1,0.1959,1,614.07,25,1,196.7609,14,111.36,7.48,9,12.3,2.1,2,1,1
2884.49,0,3.77,0,0.0022,0,1302.73,14,0,27.1768,4,1.19,4.48,6.5,14.7,0.1,0,0,0
